Day,Price,Market Cap,Volume
2021-09-01,72.64,4203395350.09,510703718.97
2021-09-02,74.05,4281707937.30,461373005.52
2021-09-03,72.68,4200995251.42,369604907.07
2021-09-04,73.88,4273338465.10,741383625.30
2021-09-05,82.90,4808228159.93,2916046416.15
2021-09-06,82.18,4733539706.36,965482410.86
2021-09-07,79.22,4578174058.88,974516886.76
2021-09-08,64.36,3718578712.53,1257484589.38
2021-09-09,68.34,3931485855.37,1492837957.42
2021-09-10,69.13,4011065026.93,783147656.02
2021-09-11,65.69,3789414022.47,508999489.71
2021-09-12,68.69,3967964362.49,442049630.87
2021-09-13,70.09,4049545217.57,346667214.48
2021-09-14,65.22,3766519500.53,516471564.21
2021-09-15,66.76,3857229047.59,416921078.37
2021-09-16,68.52,3961243571.45,290626081.02
2021-09-17,67.41,3895776878.61,347903801.35
2021-09-18,65.91,3816731789.43,306253404.73
2021-09-19,65.96,3809898631.48,246206131.51
2021-09-20,63.89,3702259944.46,217688043.62
2021-09-21,55.05,3165481026.01,453559735.88
2021-09-22,50.24,2901193883.81,380406182.39
2021-09-23,61.57,3556704958.21,706595362.13
2021-09-24,67.47,3905984779.42,516361771.87
2021-09-25,68.38,3975217719.21,639034810.25
2021-09-26,65.75,3802057463.55,248045754.88
2021-09-27,63.77,3691038026.80,301997193.65
2021-09-28,63.64,3683660274.34,209613683.32
2021-09-29,69.21,4006499166.84,671257825.10
2021-09-30,69.22,4009380546.65,563362883.65
2021-10-01,74.59,4329863214.55,648661115.87
2021-10-02,109.65,6623487218.30,2054615038.54
2021-10-03,107.80,6572730764.56,1659811494.66
2021-10-04,135.96,8253167103.31,1595845668.30
2021-10-05,134.60,8220579336.57,2656054896.09
2021-10-06,129.92,7937273637.88,2240021805.47
2021-10-07,127.06,7719400067.22,2783535655.21
2021-10-08,124.68,7590024629.34,1068903182.87
2021-10-09,125.83,7691428026.24,1119623050.80
2021-10-10,126.61,7738398550.29,544579733.75
2021-10-11,116.35,7134145743.37,472424948.67
2021-10-12,116.05,7082348395.67,543309728.30
2021-10-13,122.02,7463299505.39,996271659.22
2021-10-14,121.91,7441777224.01,531406801.45
2021-10-15,135.21,8266499596.34,1158086951.67
2021-10-16,126.48,7747161999.17,1157103943.55
2021-10-17,125.63,7688798676.01,435541070.29
2021-10-18,124.62,7614781901.01,428387438.35
2021-10-19,122.17,7514685484.88,406113483.11
2021-10-20,122.42,7477705738.69,269921919.00
2021-10-21,128.01,7837548340.03,462428424.71
2021-10-22,120.57,7392607361.53,819515278.31
2021-10-23,128.81,7878398412.09,915132827.35
2021-10-24,126.34,7714963309.78,504106990.78
2021-10-25,123.32,7522841001.08,438010427.00
2021-10-26,132.67,8136637249.71,980852445.41
2021-10-27,129.02,7910701915.67,547472321.29
2021-10-28,123.00,7522641187.06,492747009.50
2021-10-29,126.70,7740582159.53,395430763.73
2021-10-30,142.80,8703817160.38,2011724149.13
2021-10-31,147.37,8961656909.13,1642925085.62
2021-11-01,138.16,8460828927.30,816027448.57
2021-11-02,137.44,8388782829.52,474932304.22
2021-11-03,140.62,8579412684.19,627683804.41
2021-11-04,141.77,8943596325.63,556637129.36
2021-11-05,147.09,9370284354.89,1856178001.68
